Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Price_USD,Sales_Volume
m3,2020,asia,black,petrol,automatic,1.9,119614.0,2131
x1,2014,europe,silver,diesel,manual,4.2,108012.0,6100
x6,2019,asia,red,hybrid,automatic,4.6,119218.0,8299
x3,2019,north america,black,electric,manual,2.6,57780.0,4900
i8,2019,europe,grey,hybrid,automatic,4.6,108323.0,3155
x6,2013,middle east,blue,hybrid,manual,3.2,92801.0,8817
m3,2014,north america,black,hybrid,manual,3.5,60209.0,1919
x3,2013,south america,white,electric,manual,2.9,78338.0,4566
i8,2018,north america,white,electric,manual,3.2,57498.0,3212
5 series,2012,africa,black,hybrid,automatic,4.7,51944.0,8259
i3,2012,middle east,red,electric,automatic,4.8,56924.0,6235
i8,2024,south america,silver,diesel,manual,3.1,64882.0,1125
x3,2019,europe,grey,hybrid,automatic,3.3,38982.0,6683
5 series,2016,asia,white,petrol,automatic,1.9,89323.0,419
x3,2011,south america,blue,electric,manual,2.6,85726.0,4592
3 series,2018,europe,red,petrol,automatic,3.3,104900.0,3022
i3,2017,north america,white,electric,automatic,2.2,113298.0,668
x5,2021,asia,black,petrol,manual,3.5,78399.0,4718
x6,2023,north america,white,hybrid,automatic,3.9,63068.0,4499
5 series,2015,north america,grey,electric,automatic,3.8,105342.0,7051
7 series,2023,north america,red,hybrid,automatic,3.0,104538.0,8765
i3,2022,south america,black,petrol,manual,4.2,91853.0,7037
3 series,2018,africa,white,diesel,manual,2.6,112888.0,9284
x6,2020,middle east,blue,diesel,automatic,3.1,48875.0,3259
5 series,2012,africa,white,petrol,manual,2.4,93013.0,3890
i3,2013,africa,black,hybrid,automatic,3.6,80274.0,5828
x6,2016,africa,grey,hybrid,manual,3.0,52783.0,649
i3,2010,south america,silver,petrol,automatic,2.3,107696.0,8772
5 series,2022,asia,black,electric,automatic,2.6,75161.0,8694
x3,2010,north america,blue,electric,manual,2.5,71638.0,9392
5 series,2010,middle east,white,diesel,manual,4.7,98048.0,2584
i3,2021,north america,silver,petrol,automatic,3.3,86489.0,9864
m3,2017,europe,grey,diesel,automatic,3.8,87215.0,3422
x6,2022,africa,black,electric,manual,4.8,95088.0,9900
3 series,2015,north america,white,electric,manual,2.1,113388.0,8305
x5,2012,middle east,grey,diesel,manual,4.8,86677.0,7476
i3,2019,north america,blue,electric,automatic,3.4,88124.0,2277
m5,2016,middle east,black,petrol,manual,4.5,38374.0,4961
i3,2015,europe,white,electric,automatic,2.1,67658.0,7958
x5,2014,europe,blue,diesel,manual,2.5,82715.0,1085
m3,2012,asia,white,petrol,manual,2.2,87254.0,4511
3 series,2023,asia,blue,hybrid,manual,3.8,111870.0,4776
i3,2013,north america,silver,petrol,automatic,2.0,51418.0,6441
i3,2024,africa,grey,electric,automatic,4.3,94219.0,1396
x6,2022,asia,black,hybrid,automatic,2.4,87458.0,5336
m3,2022,asia,blue,electric,automatic,2.4,37727.0,4694
i8,2020,south america,silver,petrol,manual,2.5,79587.0,2465
3 series,2020,asia,white,hybrid,automatic,4.1,78742.0,4900
i3,2010,middle east,grey,hybrid,manual,4.7,100911.0,9537
i3,2018,africa,black,diesel,automatic,4.7,89627.0,4555
5 series,2014,europe,black,electric,automatic,1.9,114454.0,8438
i3,2011,north america,blue,electric,manual,2.4,46552.0,1074
5 series,2021,north america,silver,hybrid,manual,3.9,89841.0,8764
5 series,2020,north america,grey,petrol,manual,3.7,98335.0,2362
x5,2018,africa,grey,hybrid,automatic,2.7,61210.0,3947
x1,2021,africa,grey,hybrid,manual,4.5,114015.0,3200
m5,2016,asia,black,diesel,manual,2.0,105897.0,8766
7 series,2023,south america,grey,hybrid,automatic,3.7,89669.0,9228
x3,2023,middle east,grey,hybrid,manual,2.5,109762.0,6877
7 series,2017,europe,white,petrol,manual,3.3,44913.0,5385
7 series,2022,north america,white,hybrid,automatic,2.9,83645.0,888
i8,2012,asia,white,diesel,manual,4.9,77875.0,2946
i3,2023,europe,grey,diesel,manual,3.2,47606.0,1773
3 series,2016,middle east,grey,petrol,automatic,4.9,103507.0,9815
7 series,2020,middle east,grey,electric,manual,2.4,73328.0,1232
7 series,2010,middle east,silver,electric,manual,4.2,104396.0,5586
i8,2015,europe,white,diesel,automatic,4.0,116746.0,2798
3 series,2019,south america,red,hybrid,automatic,4.5,110658.0,7665
x1,2015,middle east,red,diesel,automatic,3.9,100940.0,6681
3 series,2020,europe,silver,hybrid,manual,3.9,110524.0,988
x1,2019,africa,grey,electric,automatic,3.8,33956.0,9711
i3,2021,europe,grey,electric,automatic,4.9,90093.0,6608
i8,2015,middle east,white,diesel,manual,2.3,58751.0,828
m5,2012,south america,red,hybrid,automatic,1.6,42426.0,8169
i8,2015,europe,grey,hybrid,automatic,3.9,93578.0,3504
i8,2023,north america,black,electric,automatic,2.1,114264.0,5437
i3,2012,asia,silver,electric,automatic,3.9,109975.0,4751
x6,2019,north america,red,petrol,manual,2.6,66346.0,190
m5,2018,north america,red,petrol,automatic,1.7,115949.0,245
3 series,2016,africa,white,electric,manual,4.2,118680.0,5917
x6,2023,middle east,blue,hybrid,automatic,1.7,34266.0,9427
i8,2022,asia,white,diesel,manual,2.3,40087.0,438
m5,2013,africa,white,petrol,automatic,2.7,113486.0,250
x5,2012,north america,silver,diesel,automatic,2.0,86997.0,6196
m5,2015,south america,white,electric,manual,4.7,42254.0,3528
x1,2024,middle east,black,diesel,manual,3.7,54984.0,6744
5 series,2018,africa,silver,electric,manual,4.6,48622.0,6460
x3,2012,europe,red,petrol,manual,3.9,43261.0,4767
x3,2017,south america,blue,diesel,manual,5.0,106646.0,8143
i3,2015,africa,black,petrol,automatic,3.3,101072.0,6557
x1,2013,europe,blue,hybrid,automatic,1.7,93635.0,4749
i8,2014,north america,black,petrol,automatic,2.1,107961.0,312
5 series,2012,africa,grey,electric,automatic,3.6,95563.0,912
i8,2023,south america,black,electric,automatic,2.7,54684.0,6812
x3,2011,south america,red,diesel,manual,1.9,55873.0,9358
3 series,2018,asia,blue,petrol,automatic,2.3,30891.0,4036
5 series,2022,europe,blue,petrol,manual,3.2,38016.0,8381
5 series,2012,europe,grey,petrol,manual,3.3,47915.0,4613
7 series,2015,asia,red,hybrid,automatic,4.8,99487.0,1024
i3,2014,asia,white,electric,manual,1.8,41153.0,9141
x5,2019,middle east,blue,diesel,automatic,2.8,101218.0,1318
m5,2020,north america,grey,diesel,automatic,3.3,73083.0,8834
3 series,2017,asia,black,diesel,automatic,1.9,105639.0,8661
i3,2014,north america,grey,hybrid,manual,3.9,76714.0,6805
7 series,2020,africa,grey,diesel,automatic,3.3,79220.0,3735
7 series,2017,africa,black,diesel,manual,3.1,81926.0,1323
x3,2020,asia,black,electric,automatic,3.8,111609.0,2813
i8,2014,europe,white,diesel,automatic,2.5,99902.0,625
m3,2020,south america,white,hybrid,automatic,2.7,103800.0,2108
x1,2019,africa,white,electric,manual,2.1,46438.0,1190
7 series,2022,north america,grey,petrol,automatic,3.3,70293.0,4264
3 series,2015,south america,black,hybrid,manual,2.8,39928.0,392
x5,2024,middle east,red,diesel,manual,2.4,34380.0,1754
x1,2014,middle east,white,petrol,automatic,1.9,84269.0,9707
7 series,2011,europe,grey,hybrid,manual,1.6,63699.0,1093
x6,2019,north america,silver,hybrid,manual,2.2,92997.0,1084
x6,2019,middle east,grey,electric,automatic,2.4,59426.0,6045
5 series,2015,south america,black,diesel,automatic,3.2,47586.0,7172
x3,2023,asia,white,petrol,automatic,2.3,33810.0,7733
x3,2016,north america,grey,hybrid,manual,4.4,87238.0,2518
7 series,2024,south america,white,diesel,automatic,3.2,108162.0,8061
i3,2012,north america,black,petrol,automatic,3.7,112256.0,9127
m3,2012,asia,red,electric,automatic,2.2,97605.0,9473
x1,2021,asia,white,hybrid,manual,3.0,107537.0,2951
7 series,2016,europe,red,diesel,manual,3.6,52878.0,7308
x5,2024,middle east,blue,diesel,automatic,2.6,117626.0,8007
i8,2020,south america,white,diesel,manual,2.7,35833.0,6728
3 series,2019,south america,blue,electric,automatic,4.3,62835.0,4558
x1,2013,europe,red,petrol,manual,4.4,67856.0,9016
x3,2024,north america,grey,diesel,automatic,3.4,114699.0,3134
x6,2011,europe,red,hybrid,manual,4.6,42529.0,9075
3 series,2018,south america,grey,diesel,manual,4.1,92053.0,8070
5 series,2024,europe,grey,hybrid,manual,1.7,42383.0,3905
x5,2023,asia,grey,electric,automatic,3.5,32561.0,6976
m5,2022,middle east,silver,electric,automatic,3.9,113619.0,9683
i3,2018,europe,red,electric,automatic,3.4,110152.0,137
x3,2015,africa,red,hybrid,automatic,4.4,62703.0,2788
x3,2023,africa,blue,diesel,manual,2.6,105794.0,168
5 series,2011,north america,black,petrol,automatic,1.7,48578.0,5118
m5,2012,middle east,black,hybrid,automatic,3.7,50921.0,5140
x1,2014,south america,red,hybrid,automatic,4.1,93215.0,7921
3 series,2020,north america,blue,diesel,automatic,4.2,86403.0,1704
x3,2020,north america,black,hybrid,automatic,1.5,38914.0,8828
x3,2024,north america,grey,petrol,automatic,3.9,107312.0,412
5 series,2014,middle east,red,petrol,manual,1.6,49277.0,6314
x6,2022,middle east,silver,electric,automatic,4.2,92712.0,1136
m5,2018,middle east,blue,diesel,automatic,4.0,80288.0,7730
x5,2019,europe,red,electric,automatic,3.5,59070.0,1967
m3,2012,africa,silver,hybrid,automatic,3.3,88442.0,1030
x3,2011,europe,blue,hybrid,manual,4.0,30373.0,330
x5,2019,asia,red,petrol,automatic,1.7,36102.0,2010
m3,2017,asia,silver,electric,manual,4.4,80710.0,3150
m5,2016,north america,blue,hybrid,automatic,2.2,50925.0,9053
i3,2021,south america,red,electric,manual,3.2,117586.0,7761
7 series,2018,europe,blue,diesel,manual,3.2,58736.0,5683
i8,2012,middle east,red,hybrid,automatic,4.2,99487.0,2253
7 series,2015,north america,silver,hybrid,automatic,2.2,81254.0,2481
i3,2014,europe,white,petrol,manual,2.5,109750.0,7125
x5,2014,middle east,blue,hybrid,manual,3.8,65377.0,1247
m3,2019,asia,black,diesel,automatic,2.9,75348.0,718
m5,2017,south america,silver,hybrid,manual,2.5,102431.0,6609
x5,2010,middle east,blue,petrol,manual,3.7,60985.0,1789
i3,2010,north america,black,petrol,automatic,1.8,101671.0,1288
x5,2012,europe,white,petrol,manual,4.3,115291.0,9192
5 series,2020,north america,red,hybrid,manual,3.3,110341.0,3421
x3,2011,south america,white,diesel,automatic,2.2,60155.0,3360
3 series,2011,europe,white,diesel,automatic,2.9,92700.0,3446
5 series,2011,africa,red,diesel,automatic,2.0,97147.0,836
x5,2013,north america,white,hybrid,manual,3.7,114159.0,811
i3,2010,asia,white,diesel,manual,3.8,62740.0,6260
3 series,2019,europe,blue,electric,manual,2.9,106476.0,6349
x6,2024,asia,blue,hybrid,manual,2.7,32081.0,6570
m3,2018,asia,black,petrol,manual,4.5,78738.0,7834
5 series,2023,south america,black,hybrid,manual,3.5,106789.0,6888
x1,2014,north america,black,diesel,automatic,3.8,101555.0,7399
x6,2014,europe,red,hybrid,manual,1.9,89427.0,8619
i3,2018,south america,white,diesel,manual,4.0,98974.0,3178
x5,2023,north america,white,diesel,automatic,3.1,30546.0,5833
x6,2014,africa,black,diesel,automatic,2.8,116212.0,4500
3 series,2022,south america,blue,electric,automatic,4.8,83836.0,749
x3,2022,north america,red,petrol,automatic,1.7,60654.0,422
m3,2020,north america,red,diesel,manual,2.2,85806.0,1035
x1,2023,asia,silver,diesel,manual,2.8,107689.0,6965
7 series,2017,north america,silver,hybrid,automatic,2.6,89665.0,7974
x1,2020,middle east,grey,petrol,manual,3.3,81362.0,6976
5 series,2010,africa,blue,diesel,automatic,2.9,32529.0,5972
m5,2010,middle east,silver,diesel,manual,4.3,67868.0,3466
i3,2013,middle east,silver,diesel,manual,4.2,39405.0,5526
i8,2017,asia,white,petrol,automatic,4.2,93203.0,7142
x5,2012,europe,white,diesel,manual,2.8,46288.0,1018
m3,2010,europe,grey,electric,automatic,2.9,38157.0,6423
7 series,2020,north america,black,petrol,automatic,4.0,56027.0,108
i3,2021,africa,blue,diesel,manual,1.9,32613.0,9416
x3,2018,europe,red,diesel,automatic,4.5,32597.0,7453
m5,2018,asia,silver,diesel,automatic,3.4,94287.0,9776
m5,2018,europe,white,diesel,automatic,4.5,87798.0,8461
7 series,2018,middle east,blue,diesel,manual,4.3,97442.0,1011
x5,2011,europe,blue,diesel,manual,2.8,95973.0,1154
3 series,2023,north america,white,petrol,automatic,1.9,54818.0,9139
i8,2023,africa,white,hybrid,automatic,4.7,44384.0,9906
3 series,2020,europe,grey,diesel,automatic,2.7,57500.0,3824
3 series,2020,asia,white,petrol,manual,2.8,78159.0,5449
i3,2020,asia,blue,electric,manual,4.7,41221.0,2639
7 series,2013,europe,white,hybrid,manual,4.7,92869.0,743
m3,2024,south america,white,electric,automatic,2.4,53250.0,7447
x3,2011,middle east,black,hybrid,automatic,1.8,41393.0,7587
x3,2016,middle east,white,petrol,manual,1.5,74577.0,3271
7 series,2020,north america,grey,hybrid,automatic,3.0,68484.0,4868
x5,2012,europe,black,diesel,automatic,3.5,97797.0,8227
7 series,2018,north america,red,petrol,automatic,2.4,52963.0,9658
x6,2016,africa,grey,electric,manual,2.4,107278.0,9033
x3,2017,north america,silver,diesel,manual,2.7,36638.0,2584
x5,2018,asia,black,petrol,automatic,2.4,99486.0,1888
3 series,2017,asia,white,petrol,manual,4.5,92698.0,4035
m3,2016,south america,grey,electric,manual,3.7,62462.0,3519
x5,2024,middle east,grey,electric,manual,4.4,100327.0,1171
x1,2018,africa,blue,hybrid,manual,4.5,95155.0,1406
x3,2020,south america,silver,diesel,automatic,3.0,39074.0,4303
x3,2010,africa,blue,hybrid,manual,3.2,43111.0,580
m3,2020,europe,black,hybrid,automatic,4.9,100791.0,8776
i3,2024,south america,silver,electric,manual,4.4,115927.0,7545
3 series,2013,europe,blue,petrol,automatic,4.3,100018.0,5283
m5,2013,middle east,red,diesel,automatic,3.5,39574.0,4505
x1,2014,asia,silver,hybrid,automatic,3.1,98183.0,2859
i8,2017,middle east,white,petrol,automatic,4.6,94083.0,7211
7 series,2019,africa,white,diesel,automatic,4.3,38723.0,9094
m3,2010,africa,silver,electric,manual,3.3,114330.0,2526
m5,2015,africa,red,petrol,manual,2.4,113633.0,5085
7 series,2018,africa,black,electric,automatic,2.0,32320.0,9072
i3,2019,north america,grey,electric,manual,3.4,100462.0,9466
i8,2017,south america,blue,hybrid,manual,2.5,116878.0,8006
i3,2024,south america,blue,petrol,manual,2.4,90870.0,942
x3,2011,south america,silver,petrol,automatic,1.9,54059.0,6053
x3,2016,north america,black,petrol,manual,1.6,42687.0,8294
i8,2014,europe,white,hybrid,automatic,4.2,93714.0,2890
5 series,2011,asia,black,petrol,manual,1.9,88767.0,2846
x3,2020,south america,grey,hybrid,automatic,4.6,82431.0,3792
3 series,2010,south america,red,electric,automatic,2.2,61008.0,2336
i3,2011,middle east,silver,electric,manual,4.2,84732.0,3816
m3,2020,north america,blue,electric,automatic,4.4,113409.0,4276
7 series,2019,europe,red,petrol,automatic,4.3,62306.0,2828
x6,2015,asia,blue,electric,automatic,4.6,66706.0,6400
x3,2020,europe,silver,electric,manual,2.7,115712.0,8487
i3,2021,middle east,white,petrol,automatic,5.0,58752.0,4547
5 series,2017,asia,blue,electric,automatic,2.5,55827.0,7757
m3,2012,middle east,red,hybrid,manual,4.8,81048.0,512
i3,2014,europe,grey,hybrid,automatic,3.0,117074.0,453
x5,2024,europe,black,diesel,manual,1.7,107776.0,3630
x1,2020,south america,white,hybrid,automatic,4.2,91279.0,5292
x3,2011,north america,red,petrol,manual,4.3,73398.0,1766
x1,2021,asia,blue,electric,automatic,2.2,91128.0,9747
x3,2017,middle east,grey,hybrid,automatic,4.4,51303.0,4935
7 series,2013,north america,blue,diesel,manual,2.1,69344.0,182
i8,2020,middle east,black,petrol,automatic,2.0,50484.0,2019
7 series,2019,north america,red,petrol,automatic,4.3,59819.0,2714
m3,2021,north america,silver,petrol,automatic,2.5,43584.0,5720
3 series,2015,africa,grey,petrol,automatic,1.8,108039.0,9851
x5,2012,south america,blue,petrol,automatic,4.8,38206.0,2457
5 series,2020,middle east,silver,diesel,manual,3.4,55386.0,1158
i3,2024,asia,blue,diesel,automatic,3.1,76353.0,838
m5,2017,asia,silver,hybrid,automatic,3.3,85440.0,8304
3 series,2017,europe,silver,electric,manual,3.8,68001.0,198
x1,2012,north america,grey,hybrid,automatic,4.5,78164.0,6078
i8,2021,middle east,white,petrol,manual,3.9,45117.0,6204
m5,2018,africa,red,electric,manual,4.1,41578.0,3773
i8,2019,north america,white,diesel,automatic,2.1,59219.0,5152
i8,2022,asia,blue,petrol,automatic,2.8,71833.0,5250
m5,2014,europe,white,hybrid,manual,3.5,43133.0,7676
m3,2019,north america,silver,diesel,automatic,3.7,106267.0,288
3 series,2018,middle east,black,hybrid,automatic,2.4,40190.0,6147
x3,2016,north america,silver,hybrid,manual,4.9,79671.0,3101
5 series,2024,south america,white,diesel,manual,1.9,89975.0,4335
x1,2024,asia,white,electric,manual,1.9,100603.0,6840
3 series,2024,africa,grey,diesel,manual,2.3,73099.0,9537
m3,2019,asia,black,hybrid,automatic,4.1,84085.0,9541
x1,2012,north america,blue,petrol,automatic,1.6,87636.0,4453
7 series,2015,europe,blue,hybrid,manual,5.0,52842.0,2590
7 series,2019,middle east,blue,diesel,automatic,5.0,55406.0,8925
x1,2011,south america,red,electric,manual,2.1,72816.0,1066
i3,2015,asia,silver,hybrid,automatic,2.9,66975.0,3846
3 series,2021,south america,silver,hybrid,manual,2.2,113290.0,7090
3 series,2014,asia,red,hybrid,manual,2.9,111164.0,543
x3,2022,middle east,red,electric,manual,3.4,54983.0,7605
x6,2012,north america,red,petrol,manual,4.4,100640.0,9510
7 series,2023,europe,silver,diesel,manual,1.6,41757.0,4900
3 series,2024,asia,white,petrol,automatic,5.0,58082.0,8002
x6,2016,asia,red,petrol,automatic,4.8,78882.0,7645
5 series,2020,africa,blue,diesel,manual,3.5,86418.0,4133
x3,2013,africa,grey,hybrid,automatic,3.2,38886.0,9941
7 series,2020,middle east,red,electric,manual,3.4,68613.0,2639
m3,2023,north america,blue,electric,manual,1.6,87975.0,9236
x6,2015,south america,blue,hybrid,automatic,4.1,102590.0,363
x5,2018,asia,grey,electric,manual,3.2,56440.0,9901
x3,2021,south america,red,electric,automatic,2.5,45473.0,7159
x3,2023,north america,black,hybrid,automatic,3.1,72327.0,5873
3 series,2015,asia,blue,electric,automatic,2.5,74856.0,3407
i3,2013,middle east,grey,petrol,automatic,3.9,112242.0,6464
5 series,2024,europe,blue,hybrid,manual,3.7,81292.0,4875
i3,2019,africa,black,petrol,manual,2.9,30787.0,7472
i3,2024,middle east,silver,diesel,manual,2.6,83024.0,7441
3 series,2011,europe,grey,diesel,automatic,4.6,93543.0,969
i8,2018,africa,blue,petrol,automatic,3.9,96999.0,7386
i3,2024,asia,silver,hybrid,manual,4.0,47983.0,8064
x1,2023,africa,black,electric,manual,3.7,67935.0,2004
x3,2013,north america,black,electric,automatic,1.8,103755.0,2980
x1,2013,middle east,white,petrol,automatic,1.7,30721.0,3050
i8,2011,south america,blue,electric,automatic,3.0,90920.0,4893
m5,2024,europe,blue,hybrid,manual,4.8,72637.0,6338
x5,2014,middle east,red,hybrid,manual,3.3,73499.0,9248
7 series,2022,africa,white,hybrid,manual,4.6,114171.0,8643
x3,2015,asia,blue,diesel,manual,1.8,88335.0,5580
i3,2019,africa,silver,diesel,automatic,4.0,45078.0,1971
x5,2015,middle east,white,electric,manual,2.4,92083.0,7989
x1,2012,north america,white,diesel,manual,3.3,91415.0,1816
x5,2021,north america,grey,electric,manual,2.5,107780.0,3476
x6,2024,africa,black,diesel,manual,4.0,37310.0,6026
m3,2024,middle east,red,petrol,automatic,2.9,36512.0,4747
m5,2023,europe,white,electric,manual,3.1,90200.0,6832
7 series,2018,europe,white,hybrid,manual,2.4,63847.0,2223
3 series,2016,asia,blue,petrol,automatic,2.5,71011.0,6503
x3,2022,middle east,blue,electric,manual,2.1,83514.0,3784
m3,2023,middle east,grey,diesel,manual,3.4,37826.0,6332
5 series,2012,asia,silver,hybrid,automatic,2.0,51861.0,8964
i3,2013,europe,black,electric,automatic,2.4,78907.0,5998
i3,2016,south america,black,hybrid,manual,3.4,58721.0,3778
m5,2020,middle east,black,electric,automatic,2.5,39085.0,3156
x3,2017,north america,grey,hybrid,automatic,3.6,34411.0,1020
x3,2015,europe,black,electric,manual,1.5,44602.0,6314
i8,2013,asia,silver,hybrid,automatic,4.9,96744.0,5980
7 series,2021,europe,silver,diesel,automatic,4.1,77321.0,5581
m5,2011,africa,blue,hybrid,manual,3.3,98527.0,492
7 series,2019,middle east,black,petrol,automatic,4.7,89632.0,7002
i3,2017,middle east,grey,hybrid,manual,4.5,59252.0,9691
5 series,2010,south america,black,hybrid,automatic,2.8,96667.0,9947
5 series,2018,africa,grey,diesel,manual,1.9,105310.0,2566
3 series,2024,middle east,white,electric,manual,2.4,44626.0,4490
x3,2017,north america,white,petrol,manual,2.2,61972.0,1261
x3,2012,asia,red,electric,automatic,4.1,73150.0,9178
x3,2019,asia,white,diesel,automatic,3.4,88135.0,4223
x5,2013,africa,white,diesel,manual,4.5,30649.0,7318
m3,2019,middle east,red,petrol,automatic,3.2,35353.0,3906
i3,2013,south america,black,petrol,manual,4.2,103901.0,3102
i8,2011,north america,blue,hybrid,automatic,2.6,62458.0,5730
x5,2021,africa,white,hybrid,automatic,3.6,110786.0,2516
m3,2020,africa,red,diesel,manual,3.7,75535.0,977
3 series,2019,north america,blue,diesel,automatic,4.2,110041.0,2452
3 series,2014,europe,white,hybrid,automatic,4.3,44185.0,8267
i8,2022,africa,white,electric,manual,2.5,48961.0,7766
3 series,2021,middle east,white,electric,manual,2.8,116799.0,5429
i8,2012,africa,silver,electric,automatic,2.2,89132.0,1505
5 series,2021,south america,grey,petrol,automatic,4.1,92744.0,4321
7 series,2020,south america,silver,petrol,automatic,2.4,116213.0,7286
3 series,2010,europe,silver,electric,manual,2.9,65249.0,487
7 series,2011,africa,blue,petrol,manual,4.3,64337.0,1721
i3,2020,middle east,black,petrol,automatic,2.7,101669.0,5758
m3,2021,asia,red,petrol,automatic,2.5,68199.0,5828
x5,2016,asia,silver,petrol,automatic,3.8,80749.0,4636
x3,2024,europe,blue,hybrid,manual,4.9,52660.0,1168
i8,2010,north america,grey,electric,manual,1.7,30635.0,5368
i8,2024,north america,black,hybrid,automatic,4.4,68796.0,7590
x3,2021,africa,grey,hybrid,automatic,1.9,82380.0,6359
x1,2022,europe,grey,electric,automatic,2.7,60777.0,2494
i8,2022,asia,white,petrol,automatic,3.0,39882.0,8080
i3,2011,north america,white,electric,automatic,4.0,73927.0,1696
7 series,2023,middle east,white,petrol,manual,4.7,58565.0,9499
5 series,2019,middle east,grey,petrol,manual,1.9,94089.0,4565
x3,2016,europe,blue,diesel,manual,4.1,89870.0,807
m3,2010,africa,grey,diesel,automatic,2.6,31880.0,2501
i3,2016,north america,grey,hybrid,automatic,4.7,40178.0,1877
i3,2022,north america,silver,petrol,automatic,2.5,53354.0,1820
7 series,2017,middle east,grey,hybrid,manual,3.9,119171.0,5162
3 series,2020,middle east,black,electric,manual,2.1,87425.0,4939
m5,2022,europe,white,diesel,manual,4.9,59152.0,4225
3 series,2023,africa,blue,petrol,automatic,1.5,34958.0,3676
5 series,2011,asia,white,diesel,manual,2.3,95581.0,3630
x6,2013,middle east,black,hybrid,automatic,3.9,118190.0,9617
3 series,2016,middle east,white,hybrid,manual,4.5,88101.0,7667
x6,2010,middle east,black,hybrid,manual,5.0,97722.0,9956
i8,2015,africa,red,hybrid,manual,2.1,77044.0,2236
m3,2014,europe,red,hybrid,automatic,2.6,47875.0,9096
x6,2020,south america,blue,hybrid,manual,4.6,119199.0,8290
x3,2015,middle east,blue,petrol,manual,1.6,80963.0,7043
7 series,2017,asia,white,petrol,automatic,4.1,117328.0,7495
x3,2020,middle east,white,electric,automatic,3.0,105030.0,9562
i3,2020,south america,grey,electric,manual,3.9,86007.0,918
i3,2010,north america,red,petrol,automatic,3.3,41067.0,3434
x6,2012,asia,blue,diesel,manual,3.7,56526.0,4932
7 series,2020,south america,white,electric,manual,3.8,71327.0,7519
i8,2022,south america,silver,electric,manual,3.7,71800.0,6290
x1,2018,north america,white,diesel,automatic,3.8,42721.0,4024
x3,2021,europe,silver,diesel,automatic,3.5,62937.0,899
3 series,2017,africa,grey,hybrid,manual,4.0,60371.0,7971
i3,2013,europe,black,diesel,automatic,4.2,108021.0,4487
x6,2020,asia,white,hybrid,automatic,4.3,36873.0,4589
x5,2023,africa,blue,petrol,manual,4.5,86294.0,5875
x6,2019,north america,black,petrol,automatic,2.6,59491.0,9107
m3,2018,south america,black,electric,manual,4.1,55966.0,9626
m3,2016,europe,black,hybrid,automatic,4.8,75161.0,9498
7 series,2011,north america,black,diesel,automatic,2.8,87519.0,2342
i3,2010,middle east,black,petrol,automatic,4.2,98846.0,5036
x3,2010,asia,white,electric,manual,2.5,77437.0,8171
x1,2022,south america,red,hybrid,automatic,2.1,60197.0,4215
i8,2012,europe,grey,electric,manual,3.1,67654.0,1010
m3,2022,north america,red,hybrid,automatic,4.3,94473.0,435
m3,2023,europe,black,diesel,manual,2.6,88390.0,2176
m3,2024,europe,black,diesel,manual,2.5,111972.0,392
3 series,2019,africa,blue,hybrid,manual,2.5,45974.0,9113
i3,2011,north america,white,hybrid,automatic,2.3,67789.0,1863
x1,2013,africa,red,hybrid,manual,3.6,96574.0,3025
m3,2023,europe,silver,petrol,automatic,2.4,77580.0,8769
3 series,2024,middle east,white,electric,automatic,4.8,37965.0,1762
x1,2023,south america,white,hybrid,manual,2.7,74974.0,6234
7 series,2017,asia,silver,diesel,automatic,3.4,57582.0,4281
i8,2014,south america,silver,hybrid,automatic,2.9,112738.0,2511
i3,2014,south america,blue,diesel,automatic,4.9,100091.0,4323
x3,2015,south america,silver,diesel,automatic,3.0,38498.0,4097
5 series,2022,south america,blue,petrol,manual,3.5,106218.0,7855
x3,2021,north america,white,diesel,manual,4.2,64679.0,1912
x3,2024,north america,black,diesel,automatic,2.1,113626.0,5200
x6,2024,north america,grey,diesel,manual,1.6,45337.0,380
x6,2014,africa,red,electric,automatic,3.1,35275.0,1568
x5,2014,middle east,white,electric,manual,3.4,34010.0,3123
3 series,2024,asia,red,hybrid,automatic,2.5,58881.0,6435
i3,2023,north america,grey,diesel,manual,3.1,32996.0,4277
3 series,2016,africa,white,diesel,automatic,3.7,89311.0,6930
x3,2015,south america,silver,diesel,manual,4.9,63335.0,7115
i3,2022,middle east,grey,petrol,automatic,3.6,87181.0,8215
m5,2022,middle east,grey,electric,automatic,3.1,65010.0,4588
5 series,2023,north america,grey,petrol,manual,1.6,31579.0,9768
m3,2019,africa,black,electric,automatic,2.6,106224.0,1236
m3,2020,africa,black,electric,manual,2.8,90582.0,3769
x6,2011,europe,black,electric,manual,3.2,85600.0,6088
x5,2022,middle east,red,electric,automatic,4.2,73030.0,1583
3 series,2010,south america,red,petrol,manual,4.2,40205.0,1219
i8,2010,south america,grey,petrol,manual,4.5,38360.0,8732
i8,2013,africa,black,electric,manual,2.5,30815.0,3621
m3,2011,africa,silver,electric,manual,2.7,101387.0,7272
3 series,2015,middle east,black,diesel,automatic,2.0,35871.0,9725
7 series,2021,north america,black,hybrid,manual,4.5,102478.0,3087
3 series,2021,europe,black,diesel,automatic,3.8,87654.0,7308
i8,2018,north america,red,petrol,automatic,1.8,84136.0,3681
i8,2019,africa,silver,electric,manual,2.6,83654.0,4339
5 series,2020,asia,red,hybrid,manual,2.0,65623.0,4225
m3,2024,asia,blue,diesel,automatic,4.9,93485.0,6368
